line         score     log(score)
 avg  4.922996e-11     -23.734519
 tot  0.000000e+00 -688301.042368

  line         score  log(score)
   801  4.130724e-11  -23.909983
   802  4.241932e-10  -21.580832
   803  1.401894e-03   -6.569931
   804  4.165379e-19  -42.322310
   805  3.411404e-16  -35.614238
   806  2.124801e-10  -22.272173
   807  2.708373e-04   -8.213992
   808  4.883956e-06  -12.229555
   809  2.001867e-04   -8.516260
   810  6.585345e-12  -25.746174
   811  3.116991e-11  -24.191568
   812  6.582229e-06  -11.931137
   813  1.864834e-07  -15.494924
   814  2.390105e-07  -15.246758
   815  6.869459e-10  -21.098766
   816  3.246406e-11  -24.150888
   817  6.594003e-15  -32.652616
   818  1.447967e-10  -22.655690
   819  3.076623e-09  -19.599433
   820  5.023333e-03   -5.293662
   821  1.636005e-10  -22.533594
   822  2.678924e-03   -5.922340
   823  2.504360e-07  -15.200063
   824  4.346569e-24  -53.792656
   825  1.824838e-03   -6.306264
   826  1.329590e-06  -13.530640
   827  1.449582e-15  -34.167501
   828  5.729779e-08  -16.675004
   829  2.534685e-13  -29.003537
   830  8.832920e-11  -23.149950
   831  4.252931e-05  -10.065317
   832  2.110935e-05  -10.765795
   833  1.992319e-04   -8.521041
   834  2.939775e-03   -5.829422
   835  9.185494e-09  -18.505640
   836  3.508324e-11  -24.073298
   837  2.180315e-09  -19.943796
   838  4.762756e-12  -26.070195
   839  3.962953e-17  -37.766957
   840  5.332098e-07  -14.444351
   841  4.623917e-10  -21.494609
   842  5.087815e-07  -14.491247
   843  6.779980e-09  -18.809292
   844  4.879668e-15  -32.953699
   845  7.608974e-04   -7.181012
   846  5.853835e-14  -30.469094
   847  7.888856e-06  -11.750059
   848  5.282643e-08  -16.756254
   849  4.001562e-05  -10.126241
   850  7.506953e-20  -44.035872
   851  5.364893e-08  -16.740804
   852  3.687964e-06  -12.510436
   853  1.277347e-12  -27.386236
   854  3.083183e-10  -21.899889
   855  2.471587e-13  -29.028746
   856  1.186160e-09  -20.552545
   857  4.606235e-07  -14.590685
   858  1.763605e-08  -17.853321
   859  2.280915e-05  -10.688349
   860  9.826461e-05   -9.227847
   861  6.891496e-08  -16.490393
   862  5.515036e-15  -32.831298
   863  4.404090e-15  -33.056243
   864  1.884945e-10  -22.391952
   865  5.238218e-23  -51.303476
   866  1.846899e-10  -22.412343
   867  3.065215e-02   -3.485052
   868  9.998084e-16  -34.538968
   869  6.936518e-08  -16.483881
   870  5.066651e-17  -37.521266
   871  6.183320e-03   -5.085900
   872  4.876597e-09  -19.138818
   873  2.955972e-01   -1.218758
   874  1.614333e-17  -38.665025
   875  1.125683e-15  -34.420387
   876  1.153949e-15  -34.395586
   877  1.336137e-02   -4.315387
   878  1.143183e-10  -22.892034
   879  1.344580e-07  -15.822014
   880  4.112017e-10  -21.611937
   881  1.979928e-05  -10.829865
   882  5.677446e-26  -58.130711
   883  4.493395e-02   -3.102562
   884  9.866536e-04   -6.921192
   885  1.149766e-02   -4.465612
   886  3.662050e-06  -12.517487
   887  2.405592e-11  -24.450640
   888  2.315371e-11  -24.488866
   889  3.937006e-11  -23.958015
   890  1.774825e-19  -43.175415
   891  9.062237e-06  -11.611395
   892  9.082644e-07  -13.911730
   893  1.017809e-05  -11.495273
   894  2.637816e-09  -19.753315
   895  8.987349e-04   -7.014522
   896  4.048006e-09  -19.325041
   897  1.717322e-03   -6.366989
   898  2.700908e-08  -17.427093
   899  1.246097e-17  -38.923930
   900  1.064145e-09  -20.661095
   901  4.116310e-07  -14.703138
   902  3.569068e-07  -14.845791
   903  2.884215e-07  -15.058843
   904  1.343642e-09  -20.427882
   905  1.044811e-09  -20.679430
   906  4.273635e-08  -16.968216
   907  1.889748e-04   -8.573897
   908  1.354937e-13  -29.629851
   909  2.068457e-07  -15.391293
   910  3.012429e-05  -10.410179
   911  1.309203e-11  -25.059017
   912  1.753538e-06  -13.253875
   913  5.709903e-04   -7.468138
   914  1.433133e-09  -20.363403
   915  3.128146e-06  -12.675070
   916  7.432031e-08  -16.414882
   917  1.365257e-11  -25.017093
   918  1.526745e-05  -11.089788
   919  2.146288e-10  -22.262111
   920  5.925395e-14  -30.456944
   921  3.023550e-07  -15.011664
   922  1.595417e-06  -13.348375
   923  4.889326e-04   -7.623286
   924  5.011835e-08  -16.808879
   925  1.704427e-04   -8.677111
   926  1.019536e-04   -9.190992
   927  2.018999e-06  -13.112909
   928  4.128515e-07  -14.700178
   929  2.970226e-05  -10.424287
   930  1.400706e-09  -20.386289
   931  3.380475e-10  -21.807835
   932  1.438033e-25  -57.201351
   933  1.832257e-07  -15.512547
   934  9.562895e-10  -20.767960
   935  1.349762e-07  -15.818168
   936  1.320064e-20  -45.774021
   937  1.012524e-05  -11.500479
   938  3.623020e-03   -5.620447
   939  2.688722e-09  -19.734200
   940  7.381576e-09  -18.724279
   941  4.812962e-06  -12.244198
   942  5.783841e-15  -32.783708
   943  1.048072e-04   -9.163388
   944  4.685960e-18  -39.901961
   945  1.589971e-04   -8.746624
   946  6.838221e-07  -14.195568
   947  9.294679e-08  -16.191239
   948  5.405446e-03   -5.220348
   949  6.154460e-20  -44.234525
   950  1.730193e-05  -10.964693
   951  7.243403e-22  -48.676781
   952  1.549250e-14  -31.798421
   953  6.172527e-04   -7.390232
   954  1.702136e-07  -15.586212
   955  2.487979e-06  -12.904040
   956  1.351366e-04   -8.909224
   957  4.195269e-09  -19.289308
   958  2.202611e-04   -8.420697
   959  9.081194e-12  -25.424815
   960  1.818585e-03   -6.309696
   961  9.675613e-06  -11.545902
   962  4.957133e-06  -12.214683
   963  8.325500e-09  -18.603943
   964  1.432457e-10  -22.666460
   965  1.713220e-05  -10.974551
   966  2.051941e-13  -29.214820
   967  3.380706e-21  -47.136202
   968  3.270014e-09  -19.538472
   969  3.300353e-09  -19.529236
   970  2.796783e-05  -10.484456
   971  4.423197e-03   -5.420893
   972  4.232352e-07  -14.675338
   973  7.338029e-13  -27.940536
   974  3.329511e-14  -31.033366
   975  5.732032e-08  -16.674611
   976  6.912074e-21  -46.421017
   977  2.969177e-18  -40.358247
   978  1.186210e-11  -25.157673
   979  1.545095e-13  -29.498521
   980  7.315404e-03   -4.917773
   981  1.710015e-20  -45.515200
   982  4.524163e-11  -23.819003
   983  7.273062e-06  -11.831333
   984  9.710806e-06  -11.542271
   985  4.579389e-03   -5.386190
   986  1.234399e-07  -15.907511
   987  4.409299e-02   -3.121454
   988  2.200415e-13  -29.144960
   989  2.888607e-03   -5.846981
   990  6.983162e-12  -25.687519
   991  6.786642e-14  -30.321235
   992  2.585879e-02   -3.655105
   993  6.569951e-07  -14.235589
   994  2.279510e-08  -17.596720
   995  1.495891e-10  -22.623129
   996  1.167546e-07  -15.963192
   997  6.487342e-10  -21.155998
   998  1.617831e-09  -20.242180
   999  2.293702e-08  -17.590514
  1000  6.677821e-13  -28.034815
  1001  1.654928e-05  -11.009168
  1002  8.831387e-12  -25.452709
  1003  3.705746e-06  -12.505626
  1004  1.315381e-09  -20.449139
  1005  4.543169e-10  -21.512226
  1006  4.399962e-16  -35.359766
  1007  3.828625e-05  -10.170420
  1008  2.486416e-08  -17.509839
  1009  2.296093e-06  -12.984301
  1010  1.948995e-05  -10.845612
  1011  5.503787e-09  -19.017829
  1012  1.344615e-15  -34.242669
  1013  7.007914e-06  -11.868470
  1014  1.879774e-13  -29.302455
  1015  6.451533e-07  -14.253778
  1016  1.306952e-05  -11.245228
  1017  5.794721e-11  -23.571489
  1018  1.328139e-06  -13.531731
  1019  1.867341e-01   -1.678070
  1020  6.280394e-07  -14.280663
  1021  5.687281e-08  -16.682449
  1022  3.547699e-14  -30.969892
  1023  3.858409e-03   -5.557500
  1024  3.445001e-08  -17.183757
  1025  4.557162e-07  -14.601396
  1026  2.068218e-09  -19.996579
  1027  1.108773e-03   -6.804501
  1028  1.069629e-05  -11.445614
  1029  4.960005e-02   -3.003763
  1030  5.529062e-05   -9.802907
  1031  1.375061e-04   -8.891842
  1032  1.429831e-14  -31.878635
  1033  2.212246e-03   -6.113747
  1034  2.155867e-17  -38.375753
  1035  7.917816e-07  -14.048980
  1036  1.895369e-07  -15.478682
  1037  4.464544e-07  -14.621929
  1038  1.116200e-04   -9.100411
  1039  4.054910e-06  -12.415582
  1040  7.244971e-06  -11.835203
  1041  1.359881e-05  -11.205528
  1042  1.005203e-08  -18.415491
  1043  5.757808e-10  -21.275294
  1044  1.682468e-11  -24.808174
  1045  1.406712e-09  -20.382011
  1046  3.614579e-16  -35.556386
  1047  2.149312e-20  -45.286554
  1048  1.399019e-05  -11.177154
  1049  4.902136e-13  -28.343935
  1050  7.479324e-02   -2.593028
  1051  1.169917e-05  -11.355993
  1052  4.497745e-07  -14.614519
  1053  8.009612e-06  -11.734868
  1054  2.795110e-06  -12.787639
  1055  3.667962e-06  -12.515874
  1056  1.526628e-06  -13.392449
  1057  1.494092e-04   -8.808822
  1058  2.096709e-04   -8.469971
  1059  2.948002e-22  -49.575744
  1060  7.468286e-07  -14.107430
  1061  6.170052e-04   -7.390633
  1062  9.388358e-03   -4.668285
  1063  7.101966e-04   -7.249969
  1064  1.486649e-17  -38.747422
  1065  3.968254e-04   -7.832014
  1066  8.205641e-03   -4.802933
  1067  2.441759e-03   -6.015036
  1068  1.527380e-15  -34.115222
  1069  7.256618e-03   -4.925841
  1070  6.371760e-09  -18.871390
  1071  2.962806e-09  -19.637129
  1072  9.532588e-02   -2.350454
  1073  1.333579e-02   -4.317304
  1074  3.269543e-15  -33.354126
  1075  6.350350e-07  -14.269586
  1076  1.922816e-10  -22.372060
  1077  9.265173e-10  -20.799588
  1078  1.592612e-08  -17.955305
  1079  1.367933e-03   -6.594454
  1080  1.231024e-09  -20.515420
  1081  1.547764e-05  -11.076114
  1082  4.001188e-11  -23.941845
  1083  2.762022e-03   -5.891792
  1084  1.687544e-12  -27.107747
  1085  1.425716e-06  -13.460837
  1086  9.690698e-07  -13.846929
  1087  2.118282e-08  -17.670075
  1088  9.210472e-12  -25.410680
  1089  1.957301e-04   -8.538774
  1090  6.826585e-12  -25.710197
  1091  9.621631e-10  -20.761837
  1092  3.282689e-12  -26.442358
  1093  6.608717e-06  -11.927121
  1094  1.495265e-13  -29.531303
  1095  9.486103e-06  -11.565683
  1096  3.729654e-10  -21.709535
  1097  3.668968e-09  -19.423355
  1098  1.698348e-07  -15.588440
  1099  5.697035e-06  -12.075565
  1100  7.799560e-09  -18.669198
  1101  7.094802e-08  -16.461318
  1102  7.640203e-07  -14.084671
  1103  5.905004e-03   -5.131955
  1104  1.804633e-07  -15.527739
  1105  1.181645e-06  -13.648603
  1106  1.377866e-13  -29.613070
  1107  1.783380e-19  -43.170606
  1108  1.271724e-13  -29.693233
  1109  4.131149e-04   -7.791785
  1110  5.303930e-10  -21.357403
  1111  4.105592e-04   -7.797990
  1112  2.886150e-11  -24.268513
  1113  1.660581e-04   -8.703173
  1114  3.026208e-15  -33.431466
  1115  1.095710e-13  -29.842203
  1116  3.826007e-14  -30.894370
  1117  4.998692e-03   -5.298579
  1118  8.606822e-06  -11.662955
  1119  3.789425e-06  -12.483296
  1120  5.381959e-10  -21.342799
  1121  2.506741e-02   -3.686187
  1122  4.278634e-07  -14.664462
  1123  8.781704e-03   -4.735085
  1124  3.142129e-32  -72.537822
  1125  1.220823e-06  -13.615985
  1126  4.246192e-19  -42.303094
  1127  8.426100e-03   -4.776421
  1128  2.222825e-04   -8.411561
  1129  1.617499e-08  -17.939800
  1130  2.379629e-06  -12.948566
  1131  9.136150e-03   -4.695516
  1132  8.921548e-07  -13.929626
  1133  4.975745e-04   -7.605765
  1134  1.017455e-07  -16.100792
  1135  7.600511e-14  -30.207976
  1136  1.402591e-14  -31.897870
  1137  5.447124e-03   -5.212667
  1138  7.280327e-05   -9.527750
  1139  2.988530e-07  -15.023314
  1140  1.749313e-17  -38.584723
  1141  8.026871e-07  -14.035301
  1142  3.815809e-21  -47.015134
  1143  1.802686e-05  -10.923647
  1144  5.221805e-07  -14.465252
  1145  4.854355e-05   -9.933049
  1146  2.838879e-11  -24.285027
  1147  1.375185e-03   -6.589167
  1148  3.653415e-15  -33.243114
  1149  1.663761e-06  -13.306430
  1150  2.304911e-06  -12.980468
  1151  9.731394e-05   -9.237568
  1152  2.244435e-08  -17.612227
  1153  5.104243e-05   -9.882853
  1154  5.349691e-11  -23.651397
  1155  8.430529e-06  -11.683651
  1156  6.581925e-10  -21.141524
  1157  6.054917e-06  -12.014640
  1158  1.579241e-08  -17.963737
  1159  2.161124e-02   -3.834542
  1160  8.033926e-13  -27.849933
  1161  7.766954e-10  -20.975973
  1162  1.935530e-07  -15.457714
  1163  7.559095e-04   -7.187589
  1164  6.780904e-07  -14.203985
  1165  2.680981e-05  -10.526743
  1166  5.464790e-06  -12.117185
  1167  1.404237e-15  -34.199282
  1168  6.685480e-10  -21.125913
  1169  2.213912e-03   -6.112994
  1170  1.183068e-19  -43.581006
  1171  5.380692e-07  -14.435279
  1172  3.333538e-06  -12.611476
  1173  6.492255e-04   -7.339730
  1174  4.870273e-09  -19.140116
  1175  5.292117e-13  -28.267388
  1176  2.820006e-14  -31.199452
  1177  4.368315e-10  -21.551474
  1178  4.925826e-14  -30.641699
  1179  9.499340e-14  -29.984969
  1180  2.372823e-21  -47.490206
  1181  3.504806e-08  -17.166546
  1182  1.917775e-22  -50.005707
  1183  7.424136e-08  -16.415944
  1184  3.460869e-12  -26.389501
  1185  1.552744e-03   -6.467732
  1186  1.524311e-10  -22.604308
  1187  2.933094e-05  -10.436868
  1188  4.568930e-18  -39.927253
  1189  7.092682e-06  -11.856447
  1190  4.728583e-16  -35.287736
  1191  3.494825e-05  -10.261642
  1192  8.774457e-16  -34.669517
  1193  3.265469e-09  -19.539862
  1194  1.206604e-05  -11.325116
  1195  3.998929e-03   -5.521729
  1196  4.055398e-08  -17.020632
  1197  8.676015e-14  -30.075629
  1198  4.706959e-08  -16.871639
  1199  3.598892e-17  -37.863321
  1200  1.453935e-15  -34.164503
  1201  2.674266e-04   -8.226665
  1202  1.031920e-09  -20.691845
  1203  1.363769e-04   -8.900088
  1204  9.262869e-16  -34.615348
  1205  1.627479e-09  -20.236233
  1206  3.635419e-03   -5.617031
  1207  1.614040e-04   -8.731600
  1208  2.045160e-07  -15.402619
  1209  6.811234e-10  -21.107278
  1210  5.843579e-08  -16.655337
  1211  1.395442e-04   -8.877129
  1212  5.513782e-06  -12.108260
  1213  1.461574e-06  -13.435997
  1214  1.062706e-10  -22.965032
  1215  7.830749e-07  -14.060037
  1216  6.212381e-05   -9.686381
  1217  1.738016e-04   -8.657596
  1218  2.448088e-13  -29.038299
  1219  1.416139e-06  -13.467577
  1220  4.754559e-14  -30.677087
  1221  4.605201e-11  -23.801250
  1222  2.704898e-08  -17.425616
  1223  3.911003e-02   -3.241376
  1224  1.981275e-06  -13.131770
  1225  1.630945e-05  -11.023766
  1226  6.524799e-09  -18.847656
  1227  2.384321e-06  -12.946596
  1228  5.519305e-09  -19.015014
  1229  7.815452e-03   -4.851652
  1230  7.547243e-04   -7.189158
  1231  4.513063e-06  -12.308535
  1232  1.318666e-04   -8.933720
  1233  2.890352e-09  -19.661888
  1234  1.458891e-03   -6.530079
  1235  2.725689e-05  -10.510204
  1236  1.235881e-10  -22.814067
  1237  3.115927e-12  -26.494494
  1238  4.137566e-24  -53.841934
  1239  1.218652e-10  -22.828105
  1240  1.846106e-02   -3.992092
  1241  1.317860e-07  -15.842086
  1242  7.181862e-16  -34.869803
  1243  1.462876e-13  -29.553202
  1244  5.565057e-19  -42.032609
  1245  5.514627e-07  -14.410692
  1246  2.550988e-15  -33.602296
  1247  2.980889e-09  -19.631044
  1248  7.821893e-09  -18.666339
  1249  8.597246e-11  -23.176994
  1250  2.897719e-12  -26.567097
  1251  4.120017e-09  -19.307408
  1252  7.029578e-09  -18.773139
  1253  6.361592e-07  -14.267817
  1254  4.943240e-06  -12.217490
  1255  4.469635e-09  -19.225959
  1256  6.400064e-09  -18.866958
  1257  3.376141e-11  -24.111703
  1258  2.036399e-07  -15.406912
  1259  5.964441e-06  -12.029695
  1260  3.421304e-10  -21.795829
  1261  1.150362e-08  -18.280604
  1262  4.799683e-11  -23.759886
  1263  1.079207e-05  -11.436699
  1264  3.601850e-12  -26.349573
  1265  8.943101e-03   -4.716873
  1266  1.017457e-07  -16.100790
  1267  2.073189e-06  -13.086423
  1268  3.233579e-13  -28.760017
  1269  7.191510e-05   -9.540024
  1270  1.285541e-03   -6.656576
  1271  8.264891e-04   -7.098324
  1272  6.663263e-02   -2.708561
  1273  4.386805e-04   -7.731739
  1274  5.745386e-02   -2.856773
  1275  7.332348e-06  -11.823215
  1276  3.040088e-21  -47.242400
  1277  2.565359e-02   -3.663072
  1278  1.244042e-11  -25.110070
  1279  1.471780e-05  -11.126453
  1280  4.036315e-12  -26.235689
  1281  5.940965e-07  -14.336224
  1282  1.407495e-07  -15.776284
  1283  3.596758e-06  -12.535478
  1284  7.537216e-09  -18.703413
  1285  2.173269e-01   -1.526353
  1286  1.470381e-13  -29.548085
  1287  3.972218e-11  -23.949111
  1288  1.624799e-12  -27.145637
  1289  3.521972e-16  -35.582341
  1290  7.386790e-11  -23.328743
  1291  4.339432e-07  -14.650352
  1292  1.225809e-17  -38.940345
  1293  4.211836e-10  -21.587952
  1294  3.271789e-15  -33.353439
  1295  4.187627e-02   -3.173036
  1296  7.064292e-12  -25.675968
  1297  6.090649e-09  -18.916511
  1298  1.135291e-06  -13.688622
  1299  3.331608e-12  -26.427566
  1300  1.526579e-07  -15.695067
  1301  2.827210e-08  -17.381390
  1302  6.783033e-09  -18.808841
  1303  1.596046e-03   -6.440226
  1304  5.244373e-02   -2.948015
  1305  3.117296e-11  -24.191470
  1306  6.444432e-13  -28.070390
  1307  2.510610e-05  -10.592400
  1308  8.999814e-11  -23.131232
  1309  6.320717e-19  -41.905284
  1310  2.708802e-06  -12.819004
  1311  4.326282e-08  -16.955972
  1312  3.030833e-12  -26.522183
  1313  1.541191e-04   -8.777785
  1314  4.149690e-08  -16.997647
  1315  6.276261e-03   -5.070981
  1316  1.206836e-23  -52.771455
  1317  2.292445e-11  -24.498817
  1318  1.543981e-15  -34.104412
  1319  8.957108e-03   -4.715308
  1320  8.778265e-10  -20.853572
  1321  2.187895e-08  -17.637741
  1322  8.918347e-14  -30.048081
  1323  9.191887e-05   -9.294604
  1324  4.281183e-05  -10.058696
  1325  1.052870e-02   -4.553651
  1326  4.266755e-04   -7.759487
  1327  1.136866e-08  -18.292405
  1328  2.387991e-04   -8.339888
  1329  1.701550e-02   -4.073630
  1330  2.594075e-08  -17.467451
  1331  2.008226e-09  -20.026014
  1332  1.254463e-08  -18.193973
  1333  1.801179e-04   -8.621899
  1334  6.434261e-08  -16.559044
  1335  4.154336e-06  -12.391358
  1336  1.287327e-11  -25.075868
  1337  2.292351e-11  -24.498858
  1338  1.973568e-19  -43.069274
  1339  1.521558e-07  -15.698361
  1340  2.174171e-17  -38.367299
  1341  5.016104e-14  -30.623538
  1342  5.063377e-11  -23.706402
  1343  3.522477e-04   -7.951176
  1344  7.748166e-14  -30.188735
  1345  6.124874e-03   -5.095397
  1346  1.359270e-16  -36.534414
  1347  1.551047e-02   -4.166240
  1348  5.263848e-07  -14.457233
  1349  3.956480e-21  -46.978932
  1350  6.890695e-06  -11.885339
  1351  7.603765e-11  -23.299792
  1352  1.846715e-07  -15.504687
  1353  1.784063e-05  -10.934032
  1354  4.263782e-06  -12.365354
  1355  1.231883e-10  -22.817307
  1356  1.647801e-22  -50.157430
  1357  1.405252e-03   -6.567539
  1358  5.440202e-13  -28.239790
  1359  8.412007e-08  -16.291021
  1360  2.643641e-12  -26.658864
